,movieId,imdbId,tmdbId,title,genres,Overview
2099,2793,118604,9406.0,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,An American man unwittingly gets involved with werewolves who have developed a serum allowing them to transform at will.
2100,2794,89670,11418.0,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,"The Griswalds win a vacation to Europe on a game show, and so pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language."
2101,2795,85995,11153.0,National Lampoon's Vacation (1983),Comedy,"Clark Griswold is on a quest to take his family on a quest to Walley World theme park for a vacation, but things don't go exactly as planned."
2102,2796,95188,14170.0,Funny Farm (1988),Comedy,"Sportswriter Andy Farmer moves with his schoolteacher wife Elizabeth to the country in order to write a novel in relative seclusion. Of course, seclusion is the last thing the Farmers find in the small, eccentric town, where disaster awaits them at every turn."
2103,2797,94737,2280.0,Big (1988),Comedy|Drama|Fantasy|Romance,When a young boy makes a wish at a carnival machine to be big—he wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman.
2104,2798,100419,11077.0,Problem Child (1990),Children|Comedy,"Ben Healy and his social climbing wife Flo adopt fun-loving seven year old Junior. But they soon discover he's a little monster as he turns a camping trip, a birthday party and even a baseball game into comic nightmares."
2105,2799,102719,28597.0,Problem Child 2 (1991),Comedy,"Junior and his father, Ben, move from Cold River to Mortville. Junior becomes threatened by Ben's desire to date again and find a new mother for Junior, and sabotages each of his dates."
2106,2800,104740,22611.0,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,"A little boy whose dreams transcend reality is sucked into his own fantasy, which is everything he has dreamed of, until he unleashes an old secret that may not only destroy this perfect dream world but reality itself."
2107,2801,119843,39780.0,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,"After a childhood of abuse by his evangelistic father, misfit Oscar Hopkins becomes an Anglican minister and develops a divine obsession with gambling. Lucinda Leplastrier is a rich Australian heiress shopping in London for materials for her newly acquired glass factory back home. Deciding to travel to Australia as a missionary, Oscar meets Lucinda aboard ship, and a mutual obsession blossoms. They make a wager that will alter each of their destinies."
2108,2802,96244,10396.0,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,"In a seaside California town, best friends Mac and Nick are on opposite sides of the law. Mac is a former drug dealer trying to clean up his act, while Nick is a high-profile detective trying to take down a Mexican drug lord named Carlos. Soon Nick's loyalties are put to the test when he begins an affair with restaurateur Jo Ann  -- a love interest of Mac's -- unwittingly leading his friend into a police-orchestrated trap."
2109,2803,107798,9944.0,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.
2110,2804,85334,850.0,"Christmas Story, A (1983)",Children|Comedy,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s."
2111,2805,130121,10154.0,Mickey Blue Eyes (1999),Comedy|Romance,"An English auctioneer proposes to the daughter of a mafia kingpin, only to realize that certain ""favors"" would be asked of him."
2112,2806,133046,10342.0,Teaching Mrs. Tingle (1999),Comedy|Thriller,"Leanne is salutatorian when she needs to be valedictorian to get her scholarship to Harvard. The only class she is worse than the leader in is history, taught by Mrs. Tingle, and the teacher hates her. When an attempt to get ahead in Mrs. Tingle's class goes awry, mayhem ensues and friendships, loyalties and trust are tested by the teacher's intricate mind-games."
2113,2807,176269,10366.0,Universal Soldier: The Return (1999),Action|Sci-Fi,"Luc Deveraux, the heroic former Universal Soldier, is about to be thrown into action once again. When Seth, the supercomputer controlled ultra-warrior, decides to take revenge and destroy its creators, only Luc can stop it. All hell breaks loose as Luc battles Seth and a deadly team of perfect soldiers in a struggle that pits man against machine and good against evil."
2114,2808,105698,9349.0,Universal Soldier (1992),Action|Sci-Fi,"An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past."
2115,2810,156887,10494.0,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,A retired pop singer turned actress' sense of reality is shaken when she is stalked by an obsessed fan and seemingly a ghost of her past.
2116,2812,160401,22314.0,In Too Deep (1999),Action|Thriller,"Drug lord Dwayne Gittens rules Cincinnati with an iron fist. No wonder he's known as ""God"" on the streets. Determined to break Gittens' stranglehold on the city is undercover cop Jeffrey Cole. But as Cole takes on an assumed identity to penetrate Gittens' criminal empire, he makes a disturbing discovery -- he kind of likes being a gangster."
2117,2813,181833,51679.0,"Source, The (1999)",Documentary,"Traces the Beats from Allen Ginsberg and Jack Kerouac's meeting in 1944 at Columbia University to the deaths of Ginsberg and William S. Burroughs in 1997. Three actors provide dramatic interpretations of the work of these three writers, and the film chronicles their friendships, their arrival into American consciousness, their travels, frequent parodies, Kerouac's death, and Ginsberg's politicization. Their movement connects with bebop, John Cage's music, abstract expressionism, and living theater. In recent interviews, Ginsberg, Burroughs, Kesey, Ferlinghetti, Mailer, Jerry Garcia, Tom Hayden, Gary Snyder, Ed Sanders, and others measure the Beats' meaning and impact."
2118,2815,91278,11037.0,Iron Eagle (1986),Action|War,"When Doug's father, an Air Force Pilot, is shot down by MiGs belonging to a radical Middle Eastern state, no one seems able to get him out. Doug finds Chappy, an Air Force Colonel who is intrigued by the idea of sending in two fighters piloted by himself and Doug to rescue Doug's father after bombing the MiG base."
2119,2816,95382,11955.0,Iron Eagle II (1988),Action|War,Chappy Sinclair is called to gather together a mixed Soviet/U.S. strike force that will perform a surgical strike on a massively defended nuclear missile site in the Middle East. Chappy finds that getting the Soviet and U.S. Pilots to cooperate is only the most minor of his problems as he discovers someone in the Pentagon is actively sabotaging his mission.
2120,2817,103617,2038.0,Aces: Iron Eagle III (1992),Action,"Chappy discovers a drug-smuggling scheme at his own air base. It turns out that the lives of some village people in Peru are at stake, and he decides to fly there with ancient airplanes and friends to free them."
2121,2818,113438,28737.0,Iron Eagle IV (1995),Action|War,"While Chappy Sinclair is saddled with a bunch of misfits and delinquents for his flight school, he turns to his protégé Doug Masters to assist him in rounding them into shape for an important competition. During their training, they stumble upon a group of subversive air force officers who are dealing in toxic waste as a sideline."
2122,2819,73802,11963.0,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,"A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust."
2123,2820,58175,141489.0,Hamlet (1964),Drama,A stage production of Hamlet filmed at the Lunt-Fontanne Theatre in New York.
2124,2822,104839,9096.0,Medicine Man (1992),Adventure|Romance,"An eccentric scientist working for a large drug company is working on a research project in the Amazon jungle. He sends for a research assistant and a gas chromatograph because he's close to a cure for cancer. When the assistant turns out to be a ""mere woman,"" he rejects her help. Meanwhile the bulldozers get closer to the area in which they are conducting research, and they eventually learn to work together, and begin falling in love."
2125,2824,181733,113273.0,On the Ropes (1999),Documentary|Drama,The story of three young boxers and their coach who is determined to guide them in a positive direction in and out of the ring.
2126,2826,120657,1911.0,"13th Warrior, The (1999)",Action|Adventure|Fantasy,"A Muslim ambassador exiled from his homeland, Ahmad ibn Fadlan finds himself in the company of Vikings. While the behavior of the Norsemen initially offends ibn Fadlan, the more cultured outsider grows to respect the tough, if uncouth, warriors. During their travels together, ibn Fadlan and the Vikings get word of an evil presence closing in, and they must fight the frightening and formidable force, which was previously thought to exist only in legend."
2127,2827,138304,2900.0,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?"
2128,2828,160236,17709.0,Dudley Do-Right (1999),Children|Comedy,"Based on the 60's-era cartoon of the same name. Royal Canadian Mountie Dudley Do-right is busy keeping the peace in his small mountain town when his old rival, Snidely Whiplash, comes up with a plot to buy all the property in town, then start a phony gold rush by seeding the river with gold nuggets. Can this well-meaning (though completely incompetent) Mountie stop Whiplash's evil plan?"
2129,2829,164108,37718.0,"Muse, The (1999)",Comedy,"What happens when a screenwriter loses his edge, he turns to anyone he can for help...even if it's the mythical ""Zeus's Daughter"". And he's willing to pay, albeit reluctantly, whatever price it takes to satisfy this goddess, especially when her advice gets him going again on a sure-fire script. However, this is not the limit of her help, she also gets the writer's wife going on her own bakery enterprise, much to the chagrin of the screenwriter who has already had to make many personal sacrifices for his own help."
2130,2835,163579,2162.0,Chill Factor (1999),Action|Adventure|Comedy|Thriller,A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.
2131,2836,125971,14578.0,Outside Providence (1999),Comedy,"In this coming-of-age comedy, Tim Dunphy is leading a go-nowhere existence, spending his days smoking pot and hanging out with his best friend, Drugs Delaney. But Tim's lazy days of getting high are jettisoned after a brush with the law convinces his blue-collar dad to send him to a Connecticut prep school. The one saving grace of the new school is Jane, a fellow student Tim falls for immediately."
2132,2837,126810,40694.0,Bedrooms & Hallways (1998),Comedy|Romance,"At the suggestion of a straight friend, gay man Leo joins a men’s group, where he causes some upsets by declaring his attraction to one of its members."
2133,2839,157183,49184.0,West Beirut (West Beyrouth) (1998),Drama,"In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: school has closed, the violence is fascinating, getting from West to East is a game. His mother wants to leave; his father refuses. Tarek spends time with May, a Christian, orphaned and living in his building. By accident, Tarek goes to an infamous brothel in the war-torn Olive Quarter, meeting its legendary madam, Oum Walid. He then takes Omar and May there using her underwear as a white flag for safe passage. Family tensions rise. As he comes of age, the war moves inexorably from adventure to tragedy."
2134,2840,145531,10307.0,Stigmata (1999),Drama|Thriller,"A young woman with no strong religious beliefs, Frankie Paige begins having strange and violent experiences, showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation, a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work, and tries to rescue Frankie from the entity that is plaguing her."
2135,2841,164181,11601.0,Stir of Echoes (1999),Horror|Mystery|Thriller,"After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her."
2136,2843,118843,1075.0,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,"Matko is a small time hustler, living by the Danube with his 17-year-old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her."
2137,2844,151582,21719.0,"Minus Man, The (1999)",Drama|Mystery,"When the quiet and amiable Vann Siegert drifts into town, no one suspects the evil that lies beneath the surface. Despite his easy charm, Vann is merely a reflection of what those he encounters want him to be. As locals start to disappear, it becomes apparent that an eerie subtraction is at work in the sleepy hamlet."
2138,2846,97050,47951.0,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,"When Milo the cat and Otis the dog are separated, they set off on an adventurous and often perilous quest across mountains, plains, and snow-covered lands to reunite with one another."
2139,2847,31762,43832.0,Only Angels Have Wings (1939),Adventure|Drama|Romance,"Geoff Carter is the head of a crumbling air freight service in desperate need of a replacement pilot. He is forced to hire a descredited aviator who arrives with his wife, Carter's ex-lover. Meanwhile, traveler Bonnie Lee tries to get close to the emotionally closed-off Carter."
2140,2848,45251,47697.0,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,"When a secret marriage is planned between Othello, a Moorish general, and Desdemona, the daughter of Senator Brabantio, her old suitor Roderigo takes it hard. He allies himself with Iago, who has his own grudge against Othello, and the two conspire to bring Othello down. When their first plan, to have him accused of witchcraft, fails, they plant evidence intended to make him believe Desdemona is unfaithful."
2142,2852,88146,26522.0,"Soldier's Story, A (1984)",Drama,"In a rural town in Louisiana, a black Master Sergeant is found shot to death just outside the local Army Base. Military lawyer, Captain Davenport—also a black man—is sent from Washington to conduct an investigation. Facing an uncooperative chain of command and fearful black troops, Davenport must battle with deceit and prejudice in order to find out exactly who really did kill the Master Sergeant."
2143,2856,59297,28295.0,I Saw What You Did (1965),Thriller,Teenage friends Kit and Libby make prank phone calls for fun but then find themselves involved in a brutal double murder committed by one of their targets.
2144,2857,63823,12105.0,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,"The Blue Meanies take over Pepperland, draining it of all its color and music, firing anti-music missiles, bonking people with green apples, and turning the inhabitants to stone by way of the pointed finger of a giant blue glove. As the only survivor, the Lord Admiral escapes in the yellow submarine and goes to Liverpool to enlist the help of the Beatles."
2145,2858,169547,14.0,American Beauty (1999),Drama|Romance,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend."
2146,2859,88178,24128.0,Stop Making Sense (1984),Documentary|Musical,"A concert film documenting Talking Heads at the height of their popularity, on tour for their 1983 album ""Speaking in Tongues."" The band takes the stage one by one and is joined by a cadre of guest musicians for a career-spanning and cinematic performance that features creative choreography and visuals."
2147,2860,181316,11001.0,Blue Streak (1999),Comedy,"Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as an LAPD detective."
2148,2861,126916,10390.0,For Love of the Game (1999),Comedy|Drama,"A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years."
2149,2862,80491,9453.0,Caligula (1979),Drama,"The perversion behind imperial Rome, the epic story of Rome's mad Emporer. All the details of his cruel, bizarre reign are revealed right here: His unholy sexual passion for his sister, his marriage to Rome's most infamous prostitute, his fiendishly inventive means of disposing those who would oppose him, and more."
2150,2863,58182,704.0,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest."
2151,2865,173390,142132.0,Sugar Town (1999),Comedy,"A look at the lives of  several struggling L.A. musicians. Gwen, a singer-songwriter, is on a quest for the big-time. Working as an assistant to a film production designer, Gwen tries to steal her boss' boyfriend, a veteran rock producer. The producer, meanwhile, is trying to orchestrate a comeback for an '80s band."
2152,2866,77280,24153.0,"Buddy Holly Story, The (1978)",Drama,A film about the life and career of the early rock and roll star.
2153,2867,89175,11797.0,Fright Night (1985),Comedy|Horror|Thriller,"Charley Brewster, a high school student, accidentally discovers the true and creepy nature of Jerry Dandrige, his dashing and enigmatic new neighbor; but no one seems willing to believe him."
2154,2868,97390,18086.0,Fright Night Part II (1988),Horror,"After three years of therapy Charley Brewster, now a college student, is convinced that Jerry Dandridge was a serial killer posing as a vampire. But when Regine, a mysterious actress and her entourage move into Peter Vincent's apartment block, the nightmare starts again - and this time it's personal!"
2155,2870,61385,17887.0,Barefoot in the Park (1967),Comedy,"In this film based on a Neil Simon play, newlyweds Corie, a free spirit, and Paul Bratter, an uptight lawyer, share a sixth-floor apartment in Greenwich Village. Soon after their marriage, Corie tries to find a companion for mother, Ethel, who is now alone, and sets up Ethel with neighbor Victor. Inappropriate behavior on a double date causes conflict, and the young couple considers divorce."
2156,2871,68473,10669.0,Deliverance (1972),Adventure|Drama|Thriller,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country."
2157,2872,82348,11527.0,Excalibur (1981),Adventure|Fantasy,"A surreal adaptation of Sir Thomas Malory's ""Le Morte d'Arthur"", chronicling Arthur Pendragon's conception, his rise to the throne, the search by his Knights of the Round Table for the Holy Grail, and ultimately his death."
2158,2874,50814,40867.0,"Pajama Game, The (1957)",Comedy|Musical|Romance,Employees of the Sleeptite Pajama Factory are looking for a whopping seven-and-a-half cent an hour increase and they won't take no for an answer. Babe Williams is their feisty employee representative but she may have found her match in shop superintendent Sid Sorokin. When the two get together they wind up discussing a whole lot more than job actions! Written by A.L. Beneteau
2159,2875,108185,1049.0,Sommersby (1993),Drama|Mystery|Romance,"Set in the south of the United States just after the Civil War, Laurel Sommersby is just managing to work the farm without her husband Jack, believed killed in the Civil War. By all accounts, Jack Sommersby was not a pleasant man, thus when he returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart..."
2160,2876,111419,28032.0,Thumbelina (1994),Animation|Children|Fantasy,The tiny girl meets a fairy prince who saves her from the creatures of the woods.
2161,2877,73812,11326.0,Tommy (1975),Musical,"A psychosomatically deaf, dumb and blind boy becomes a master pinball player and the object of a religious cult."
2162,2878,82511,28377.0,Hell Night (1981),Horror,Four college pledges are forced to spend the night in a deserted old mansion where they get killed off one by one by the monstrous surviving members of a family massacre years earlier for trespassing on their living grounds.
2163,2879,99558,10975.0,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,Agent Jackie is hired to find WWII Nazi gold hidden in the Sahara desert. He teams up with three bungling women (the 3 stooges?) who are all connected in some way. However a team of mercenaries have ideas on the ownership of the gold. A battle / chase ensues as to who gets there first. Lots of choreographed Kung-Fu and quirky Chan humor.
2164,2880,91431,10974.0,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,"Jackie Chan stars as Asian Hawk, an Indiana Jones-style adventurer looking to make a fortune in exotic antiquities. After Hawk discovers a mysterious sword in Africa, a band of Satan-worshipping monks kidnap his ex-girlfriend Lorelei, demanding the sword as ransom as well as other pieces of the legendary Armour of God - a magical outfit dating back to the Crusades."
2165,2881,150377,10398.0,Double Jeopardy (1999),Action|Crime|Drama|Thriller,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him."
2166,2882,120716,2290.0,Jakob the Liar (1999),Drama,"In 1944 Poland, a Jewish shop keeper named Jakob is summoned to ghetto headquarters after being caught out after curfew. While waiting for the German Kommondant, Jakob overhears a German radio broadcast about Russian troop movements. Returned to the ghetto, the shopkeeper shares his information with a friend and then rumors fly that there is a secret radio within the ghetto."
2167,2883,140397,24071.0,Mumford (1999),Comedy|Drama,"In the small town of Mumford, a psychologist of the same name moves in and quickly becomes very popular, despite a questionable past."
2168,2884,129884,62994.0,Dog Park (1998),Comedy|Romance,"Sex comedy takes a look at contemporary dating mores and hypothesizes that the new dating location may be the dog walk in the park. A mild-mannered man loses his present girl friend to another man. His attraction to a kid's TV show hostess goes nowhere because of her obsession with her dog, Peanut. He then gets hooked up with an overly exuberant blonde who overwhelms him. He even lost his collie, Mogley, when his girl friend moved out. In a funny sub-plot, the collie is going to a doggie psychiatrist who determines the dog is being traumatized by his mistress' sexual antics. Jeri and Jeff are best friends whose constant smooching simply makes the leads life less comfortable."
2169,2885,160338,60994.0,Guinevere (1999),Drama|Romance,A young girl from an affluent family rebels and becomes involved with a much older photographer.
2170,2886,159421,16112.0,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,"Elmo loves his fuzzy, blue blanket, and would never let anything happen to it. However, a tug-of-war with his friend Zoe sends his blanket to a faraway land, and Elmo in hot pursuit. Facing life without his cherished blanket, Elmo musters all of his determination and courage and heads off on an action-packed rescue mission that plunges him into Grouchland-a place full of grouchy creatures, stinky garbage and the villainous Huxley. Along the way, Elmo learns an important lesson about sharing, realizing that he was selfish with his friend and responsible for what happened."
2171,2887,168172,32305.0,Simon Sez (1999),Action|Comedy,A tattooed Interpol agent helps an old classmate find the kidnapped daughter of a computer software tycoon.
2172,2888,164114,14429.0,Drive Me Crazy (1999),Comedy|Romance,"Nicole and Chase live next door to each other but are worlds apart. However, they plot a scheme to date each other in order to attract the interest and jealousy of their respective romantic prey. But in the mist of planning a gala centennial celebration, Nicole and Chase find that the one they always wanted was closer than they ever thought."
2173,2889,134618,15198.0,"Mystery, Alaska (1999)",Comedy|Drama,"In Mystery, Alaska, life revolves around the legendary Saturday hockey game at the local pond. But everything changes when the hometown team unexpectedly gets booked in an exhibition match against the New York Rangers. When quirky small-towners, slick promoters and millionaire athletes come together."
2174,2890,120188,6415.0,Three Kings (1999),Action|Adventure|Comedy|Drama|War,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything."
2175,2891,162360,24066.0,"Happy, Texas (1999)",Comedy,"Two escaped convicts roll into the village of Happy, Texas, where they're mistaken for a gay couple who work as beauty pageant consultants. They go along with it to duck the police, but the local sheriff has a secret of his own."
2176,2892,133122,21430.0,New Rose Hotel (1998),Action|Drama,A corporate raider and his henchman use a chanteuse to lure a scientific genius away from his employer and family.
2177,2893,134033,10381.0,Plunkett & MaCleane (1999),Action|Adventure|Drama,"Will Plunkett and Captain James Macleane, two men from different ends of the social spectrum in 18th-century England, enter a gentlemen's agreement: They decide to rid the aristocrats of their belongings. With Plunkett's criminal know-how and Macleane's social connections, they team up to be soon known as ""The Gentlemen Highwaymen"". But when one day these gentlemen hold up Lord Chief Justice Gibson's coach, Macleane instantly falls in love with his beautiful and cunning niece, Lady Rebecca Gibson. Unfortunately, Thief Taker General Chance, who also is quite fond of Rebecca, is getting closer and closer to getting both."
2178,2894,194314,171982.0,Romance (1999),Drama|Romance,She's as hot as Britney Spears. Hotter. She parties like Hollywood. She's way out of his league. Or that's the story he's sticking to.
2179,2896,60095,60285.0,Alvarez Kelly (1966),Western,"In 1864, during the American Civil War, Mexican cattleman Alvarez Kelly supplies the Union with cattle until unexpected circumstances force him to change his customers."
2180,2897,87188,5622.0,And the Ship Sails On (E la nave va) (1983),Comedy|War,"In 1914, a cruise ship sets sail from Naples to spread the ashes of beloved opera singer Edmea Tetua near Erimo, the isle of her birth. During the voyage, the eclectic array of passengers discovers a group of Serbian refugees aboard the vessel. Peace and camaraderie abound until the ship is descended upon by an Austrian flagship. The Serbians are forced to board it, but naturally they resist, igniting a skirmish that ends in destruction."
2181,2898,106664,10349.0,"Dark Half, The (1993)",Horror|Mystery,"Thad Beaumont is the author of a highly successful series of violent pulp thrillers written under the pseudonym of ‘George Stark’, but when he decides to ‘kill-off’ his alter-ego in a mock ceremony, it precipitates a string of sadistic murders matching those in his pulp novels, which are soon discovered to be the work of Stark himself. Looking like a maniacal version of his counterpart, Stark is not so willing to quit the writing game – even if it means coming after Thad's wife and their baby."
2182,2899,31397,42518.0,Gulliver's Travels (1939),Adventure|Animation|Children,"Gulliver washes ashore on Lilliput and attempts to prevent war between that tiny kingdom and its equally-miniscule rival, Blefiscu, as well as smooth the way for the romance between the Princess and Prince of the opposing lands. In this he is alternately aided and hampered by the Lilliputian town crier and general fussbudget, Gabby. A life-threatening situation develops when the bumbling trio of Blefiscu spies, Sneak, Snoop, and Snitch, manage to steal Gulliver's pistol."
2183,2900,95652,29787.0,Monkey Shines (1988),Horror|Sci-Fi,"A quadriplegic man is given a trained monkey help him with every day activities, until the little monkey begins to develop feelings, and rage, against its new master and those who get too close to him."
2184,2901,79714,9638.0,Phantasm (1979),Horror|Sci-Fi,"A young boy and his friends face off against a mysterious grave robber known only as the Tall Man, who keeps a mysterious arsenal of terrible weapons with him."
2185,2902,86154,10576.0,Psycho II (1983),Horror|Mystery|Thriller,"After years of treatment at a mental institution for the criminally insane, serial killer Norman Bates is finally released. Deciding to move back into his long-dead mother's infamous old house, he soon finds himself tormented by 'her' demands and begins to question his own sanity."
2186,2903,91799,12662.0,Psycho III (1986),Horror|Thriller,"Norman Bates is still running his little motel, and he has kept the dressed skeleton he calls 'mother'. One day a nosey journalist comes to see him to ask questions about his past."
2187,2905,56443,11712.0,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,"Toshiro Mifune swaggers and snarls to brilliant comic effect in Kurosawa's tightly paced, beautifully composed ""Sanjuro."" In this companion piece and sequel to ""Yojimbo,"" jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan's evil influences, and in the process turns their image of a proper samurai on its ear."
2188,2906,156934,12618.0,Random Hearts (1999),Drama|Romance,"After the death of their loved ones in a tragic plane crash, Harrison Ford and Kristin Scott Thomas find each other's keys in each other's loved ones' possessions and realize that the two were having an affair and they must figure out all the details."
2189,2907,167427,13824.0,Superstar (1999),Comedy,"Orphan Mary Katherine Gallagher, an ugly duckling at St. Monica High School, has a dream: to be kissed soulfully. She decides she can realize this dream if she becomes a superstar, so her prayers, her fantasies, and her conversations with her only friend focus on achieving super-stardom."
2190,2908,171804,226.0,Boys Don't Cry (1999),Drama,A young transgender man explores his gender identity and searches for love in rural Nebraska.
2191,2912,165854,10388.0,"Limey, The (1999)",Crime|Drama|Thriller,"The Limey follows Wilson, a tough English ex-con who travels to Los Angeles to avenge his daughter's death. Upon arrival, Wilson goes to task battling Valentine and an army of L.A.'s toughest criminals, hoping to find clues and piece together what happened. After surviving a near-death beating, getting thrown from a building and being chased down a dangerous mountain road, the Englishman decides to dole out some bodily harm of his own."
2192,2915,86200,9346.0,Risky Business (1983),Comedy,"Meet Joel Goodson, an industrious, college-bound 17-year-old and a responsible, trustworthy son. However, when his parents go away and leave him home alone in the wealthy Chicago suburbs with the Porsche at his disposal he quickly decides he has been good for too long and it is time to enjoy himself. After an unfortunate incident with the Porsche Joel must raise some cash, in a risky way."
2193,2916,100802,861.0,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip."
2194,2917,82089,14412.0,Body Heat (1981),Crime|Thriller,"In the midst of a searing Florida heat wave, a woman convinces her lover, a small-town lawyer, to murder her rich husband."
2195,2918,91042,9377.0,Ferris Bueller's Day Off (1986),Comedy,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister."
2196,2919,86617,11541.0,"Year of Living Dangerously, The (1982)",Drama|Romance|War,"Australian journalist Guy Hamilton travels to Indonesia to cover civil strife in 1965. There—on the eve of an attempted coup—he befriends a Chinese Australian photographer with a deep connection to and vast knowledge of the Indonesian people, and also falls in love with a British national."
2197,2921,68699,11901.0,High Plains Drifter (1973),Western,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way."
2198,2922,61747,4929.0,Hang 'Em High (1968),Crime|Drama|Western,"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice."
2199,2924,80179,11230.0,Drunken Master (Jui kuen) (1978),Action|Comedy,"A mischievous young man is sent to hone his martial arts skills with an older, alcoholic kung fu master."
2200,2925,65571,8416.0,"Conformist, The (Conformista, Il) (1970)",Drama,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident."
